year,name,model,transmission,km,ownership,fuel,registeration,price
2021,Hyundai,Hyundai VENUE S Plus MT 1.2 Kappa,Manual,4229,1st,Petrol,UP,881299
2017,Hyundai,Hyundai Elite i20 SPORTZ 1.2,Manual,29532,1st,Petrol,UP,570899
2021,Maruti,Maruti New  Wagon-R 1.0 Lxi (o) cng,Manual,12682,1st,Petrol + CNG,UP,677599
2019,Maruti,Maruti Alto 800 LXI,Manual,9790,1st,Petrol,UP,345199
2020,Mahindra,Mahindra Bolero B4,Manual,72346,1st,Diesel,UP,813399
2021,Maruti,Maruti Alto LXI,Manual,2379,1st,Petrol,UP,410999
2018,Hyundai,Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT,Manual,53790,1st,Petrol,UP,482849
2015,Honda,Honda City V MT PETROL,Manual,73302,1st,Petrol,UP,583999
2019,Hyundai,Hyundai NEW SANTRO 1.1 MAGNA MT,Manual,7241,1st,Petrol,UP,468899
2019,Maruti,Maruti New  Wagon-R LXI 1.0 L,Manual,12862,1st,Petrol,UP,509199
2017,Hyundai,Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT,Manual,41460,1st,Petrol,UP,460499
2019,Maruti,Maruti Celerio ZXI,Manual,43902,2nd,Petrol,UP,482599
2019,Maruti,Maruti New  Wagon-R LXI CNG 1.0 L,Manual,25759,1st,Petrol + CNG,UP,558399
2020,Renault,Renault Kwid 1.0 CLIMBER OPT,Manual,6122,1st,Petrol,UP,484399
2017,Hyundai,Hyundai Elite i20 ASTA 1.2,Manual,50657,1st,Petrol,UP,563599
2018,Maruti,Maruti Alto K10 VXI,Manual,70248,1st,Petrol,UP,306299
2018,Honda,Honda Amaze 1.2 VXMT I VTEC,Manual,77167,1st,Petrol,UP,626599
2018,Maruti,Maruti Swift VXI,Manual,94365,1st,Petrol,UP,539199
2017,Maruti,Maruti Alto K10 VXI,Manual,11962,1st,Petrol,UP,351399
2019,Hyundai,Hyundai NEW SANTRO SPORTZ 1.1,Manual,12341,2nd,Petrol,UP,475899
2020,Ford,Ford Figo Aspire 1.2 TITANIUM+ PETROL,Manual,8254,1st,Petrol,UP,699899
2018,Hyundai,Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,14905,1st,Petrol,UP,534499
2021,Hyundai,Hyundai GRAND I10 NIOS ERA PETROL,Manual,11235,1st,Petrol,UP,578599
2018,Hyundai,Hyundai Elite i20 SPORTZ 1.2,Manual,31251,1st,Petrol,UP,595399
2015,Hyundai,Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,40856,1st,Petrol,UP,417399
2021,Tata,Tata TIGOR XZ PLUS 1.2 REVOTRON,Manual,14614,1st,Petrol,UP,696799
2018,Hyundai,Hyundai Verna 1.6 SX VTVT,Manual,31673,1st,Petrol,UP,848899
2019,Hyundai,Hyundai Creta 1.6 SX VTVT,Manual,22050,1st,Petrol,UP,1118799
2019,Hyundai,Hyundai Elite i20 1.2 SPORTS PLUS VTVT,Manual,32204,1st,Petrol,UP,702599
2019,Hyundai,Hyundai Elite i20 1.2 SPORTS PLUS VTVT,Manual,49340,1st,Petrol,UP,702599
2021,Hyundai,Hyundai NEW SANTRO SPORTZ 1.1,Manual,8022,1st,Petrol,UP,526499
2020,Maruti,Maruti Dzire VXI,Manual,22350,1st,Petrol,UP,667499
2021,Maruti,Maruti Vitara Brezza ZXI,Manual,41189,1st,Petrol,UP,922099
2018,Hyundai,Hyundai Elite i20 ASTA 1.4 CRDI,Manual,50348,2nd,Diesel,UP,719599
2017,Honda,Honda Brio 1.2 S MT I VTEC,Manual,42181,1st,Petrol,UP,445099
2020,Maruti,Maruti Dzire VXI,Manual,17867,1st,Petrol,UP,685499
2018,Maruti,Maruti Alto 800 VXI,Manual,21546,1st,Petrol,UP,309499
2020,Maruti,Maruti Alto LXI,Manual,26784,1st,Petrol,UP,351499
2019,Hyundai,Hyundai NEW SANTRO SPORTZ 1.1,Manual,45390,1st,Petrol,UP,478199
2021,Maruti,Maruti S PRESSO VXI,Manual,4739,1st,Petrol,UP,456799
2020,Hyundai,Hyundai AURA S CNG,Manual,33753,1st,Petrol + CNG,UP,847799
2015,Hyundai,Hyundai Elite i20 ASTA 1.2,Manual,52124,1st,Petrol,UP,560299
2019,Hyundai,Hyundai NEW SANTRO SPORTZ 1.1,Manual,42244,1st,Petrol,UP,476799
2019,Maruti,Maruti Dzire VXI,Manual,71260,1st,Petrol,UP,627599
2018,Ford,Ford Ecosport 1.5 TITANIUM SIGNATURE TI VCT (SUNROOF),Manual,24932,1st,Petrol,UP,800099
2018,Hyundai,Hyundai Eon ERA PLUS,Manual,30194,2nd,Petrol,UP,338699
2016,Hyundai,Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,50680,1st,Petrol,UP,480299
2018,Maruti,Maruti Baleno DELTA 1.2 K12,Manual,59767,2nd,Petrol,UP,559199
2021,Maruti,Maruti Dzire VXI,Manual,62419,1st,Petrol,UP,701999
2019,Maruti,Maruti S PRESSO VXI,Manual,77026,1st,Petrol,UP,429049
2020,Maruti,Maruti S PRESSO VXI PLUS,Manual,32229,1st,Petrol,UP,440749
2021,Maruti,Maruti Baleno ZETA 1.2 K12,Manual,25901,1st,Petrol,UP,790999
2017,Maruti,Maruti Baleno DELTA 1.2 K12,Manual,33910,2nd,Petrol,UP,584699
2018,Maruti,Maruti Wagon R 1.0 VXI,Manual,33608,1st,Petrol,UP,446499
2018,Maruti,Maruti Wagon R 1.0 VXI,Manual,42555,1st,Petrol,UP,448799
2019,Hyundai,Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,40324,1st,Petrol,UP,574899
2018,Maruti,Maruti Baleno DELTA 1.2 K12,Manual,39839,1st,Petrol,UP,579099
2021,Maruti,Maruti Alto LXI,Manual,7441,1st,Petrol,UP,362599
2020,Maruti,Maruti S PRESSO VXI,Manual,4537,1st,Petrol,UP,440899
2020,Hyundai,Hyundai Elite i20 ASTA 1.2 (O),Manual,18771,1st,Petrol,UP,771099
2021,Honda,Honda Amaze 1.2 SMT I VTEC,Manual,7351,1st,Petrol,UP,737899
2018,Ford,Ford Ecosport 1.0 ECOBOOST TITANIUM SPORTS(SUNROOF),Manual,57214,1st,Petrol,UP,848549
2021,Hyundai,Hyundai NEW SANTRO 1.1 ERA EXICUTIVE,Manual,34138,1st,Petrol,UP,525699
2018,Hyundai,Hyundai NEW SANTRO SPORTZ 1.1,Manual,13888,1st,Petrol,UP,489099
2018,Hyundai,Hyundai Verna 1.6 SX VTVT,Manual,47330,1st,Petrol,UP,865699
2016,Volkswagen,Volkswagen Ameo HIGHLINE 1.2,Manual,59361,1st,Petrol,UP,480499
2018,Hyundai,Hyundai Verna 1.6 SX VTVT,Manual,41263,1st,Petrol,UP,778699
2021,Tata,Tata NEXON XZA + 1.2 PETROL A/T,Automatic,5609,1st,Petrol,UP,1124699
2017,Hyundai,Hyundai Elite i20 ASTA 1.2,Manual,27587,1st,Petrol,UP,635099
2020,Tata,Tata NEXON XM 1.5,Manual,60182,1st,Diesel,UP,844499
2017,Maruti,Maruti Dzire VXI,Manual,52864,1st,Petrol,UP,574699
2019,Datsun,Datsun Redi Go T (O),Manual,44740,1st,Petrol,UP,312699
2021,Maruti,Maruti Ciaz DELTA 1.5 SHVS VVT MT,Manual,33628,1st,Petrol,UP,925199
2022,Maruti,Maruti S PRESSO VXI PLUS,Manual,13402,1st,Petrol,UP,515999
2018,Honda,Honda City VX CVT PETROL,Automatic,20977,1st,Petrol,UP,938399
2021,Maruti,Maruti Baleno ZETA 1.2 K12,Manual,24530,1st,Petrol,UP,723799
2017,Maruti,Maruti S Cross ALPHA 1.3,Manual,44289,1st,Diesel,UP,765499
2019,Maruti,Maruti Alto K10 VXI,Manual,31492,1st,Petrol,UP,394099
2020,Hyundai,Hyundai GRAND I10 NIOS SPORTZ PETROL,Manual,26467,1st,Petrol,UP,622199
2020,Maruti,Maruti Alto VXI,Manual,16290,1st,Petrol,UP,421599
2020,Maruti,Maruti S PRESSO VXI,Manual,29984,1st,Petrol,UP,416699
2020,Toyota,Toyota YARIS J MT,Manual,45304,1st,Petrol,UP,807799
2018,Maruti,Maruti Wagon R 1.0 VXI,Manual,23785,1st,Petrol,UP,447799
2021,Hyundai,Hyundai GRAND I10 NIOS SPORTZ 1.2 AT,Automatic,3692,1st,Petrol,UP,782699
2020,Maruti,Maruti S PRESSO VXI PLUS,Manual,11267,2nd,Petrol,UP,486499
2019,Maruti,Maruti Baleno DELTA 1.2 K12,Manual,13543,1st,Petrol,UP,643499
2020,Jeep,Jeep Compass 2.0 LONGITUDE (O),Manual,22656,1st,Diesel,UP,1599499
2018,Ford,Ford Ecosport 1.5TITANIUM TDCI,Manual,79406,1st,Diesel,UP,775499
2020,Maruti,Maruti Baleno DELTA 1.2 K12,Manual,41730,1st,Petrol,UP,674599
2020,Tata,Tata TIGOR 1.2 XZA+ RTN,Automatic,7274,1st,Petrol,UP,730099
2019,Maruti,Maruti Alto K10 VXI,Manual,40564,1st,Petrol,UP,403399
2020,Maruti,Maruti S PRESSO VXI PLUS,Manual,5130,1st,Petrol,UP,542899
2019,Honda,Honda Amaze 1.2 VX CVT I VTEC,Automatic,26864,1st,Petrol,UP,827999
2019,Maruti,Maruti XL6 ALPHA AT SHVS,Automatic,100003,1st,Petrol,UP,843099
2018,Maruti,Maruti IGNIS ALPHA 1.2 K12 AMT,Automatic,46439,1st,Petrol,UP,628299
2019,Maruti,Maruti S PRESSO VXI PLUS,Manual,31739,2nd,Petrol,UP,442399
2019,MG,MG HECTOR SHARP 2.0 DIESEL,Manual,35377,1st,Diesel,UP,1546099
2020,MG,MG HECTOR SHARP DCT PETROL,Automatic,35449,1st,Petrol,UP,1685899
2019,MG,MG HECTOR SHARP 2.0 DIESEL,Manual,51247,1st,Diesel,UP,1620899
2020,KIA,KIA SELTOS 1.5 GTX+ AT,Automatic,23502,1st,Diesel,UP,1731999
2020,Maruti,Maruti Alto VXI,Manual,22270,1st,Petrol,UP,383749
2020,Maruti,Maruti Alto VXI,Manual,22062,1st,Petrol,UP,401199
2021,Hyundai,Hyundai GRAND I10 NIOS SPORTZ PETROL,Manual,28112,1st,Petrol,UP,715999
2019,Maruti,Maruti Baleno ZETA 1.2 K12,Manual,47937,1st,Petrol,UP,717899
2019,Maruti,Maruti Alto VXI,Manual,14802,1st,Petrol,UP,371299
2021,Maruti,Maruti Alto VXI,Manual,10140,1st,Petrol,UP,432499
2021,Honda,Honda WR-V 1.2 SV MT,Manual,23525,1st,Petrol,UP,904199
2021,Hyundai,Hyundai VENUE 1.0L Turbo GDI SX MT,Manual,28372,1st,Petrol,UP,1016899
2017,Maruti,Maruti IGNIS ZETA 1.2 K12,Manual,42927,1st,Petrol,UP,422299
2020,Maruti,Maruti S Cross ALPHA 1.5 SMART HYBRID,Manual,39239,1st,Petrol,UP,1167399
2016,Hyundai,Hyundai Elite i20 MAGNA 1.2,Manual,73799,1st,Petrol,UP,420299
2015,Maruti,Maruti Alto K10 VXI,Manual,42413,1st,Petrol,UP,264199
2020,Maruti,Maruti New  Wagon-R LXI CNG 1.0 L,Manual,79333,1st,Petrol + CNG,UP,584099
2015,Hyundai,Hyundai Verna FLUIDIC 1.6 VTVT S (O)  MT,Manual,46089,1st,Petrol,UP,597899
2020,Toyota,Toyota Innova Crysta 2.4 GX 7 STR,Manual,28795,2nd,Diesel,UP,1911999
2021,Maruti,Maruti Baleno SIGMA 1.2 K12,Manual,9981,1st,Petrol,UP,640799
2018,Maruti,Maruti Baleno ZETA 1.2 K12,Manual,94621,1st,Petrol,UP,531099
2017,Maruti,Maruti Vitara Brezza ZDI,Manual,180395,1st,Diesel,UP,611949
2019,Maruti,Maruti Dzire VDI,Manual,45130,1st,Diesel,UP,670199
2018,Hyundai,Hyundai Verna 1.6 CRDI SX,Manual,29750,1st,Diesel,UP,932999
2019,Maruti,Maruti Dzire VXI,Manual,46745,1st,Petrol + CNG,UP,652099
2017,Maruti,Maruti Baleno DELTA 1.2 K12,Manual,67741,1st,Petrol + CNG,UP,560699
2017,Hyundai,Hyundai Eon ERA PLUS (O),Manual,29305,1st,Petrol,UP,319299
2021,Maruti,Maruti XL6 ZETA SHVS,Manual,17514,1st,Petrol,UP,945299
2021,Mahindra,Mahindra Bolero B6 (O),Manual,38143,1st,Diesel,UP,921899
2020,Hyundai,Hyundai VENUE S MT 1.2 KAPPA,Manual,19934,2nd,Petrol,UP,705399
2018,Hyundai,Hyundai i20 Active 1.2 SX,Manual,24539,1st,Petrol,UP,614299
2010,Hyundai,Hyundai i20 MAGNA O 1.2,Manual,34913,2nd,Petrol,MH,229599
2012,Maruti,Maruti Ritz VXI,Manual,77919,2nd,Petrol,MH,236099
2020,Maruti,Maruti Swift VXI,Manual,25228,1st,Petrol,MH,637799
2012,Maruti,Maruti Swift VXI,Manual,35757,3rd,Petrol,MH,319499
2013,Maruti,Maruti Swift VXI,Manual,37591,1st,Petrol,MH,412649
2012,Maruti,Maruti Swift VXI,Manual,38624,1st,Petrol,MH,327699
2012,Maruti,Maruti Swift ZXI,Manual,48307,1st,Petrol + CNG,MH,437199
2015,Hyundai,Hyundai i10 MAGNA 1.1 IRDE2,Manual,42697,2nd,Petrol,MH,304799
2012,Maruti,Maruti Swift ZXI,Manual,45517,1st,Petrol,MH,393499
2012,Renault,Renault Pulse RX L DIESEL,Manual,41153,1st,Diesel,MH,248499
2013,Maruti,Maruti Swift Dzire VXI,Manual,41558,1st,Petrol,MH,397799
2013,Maruti,Maruti Swift Dzire VXI,Manual,46227,1st,Petrol,MH,435499
2017,Maruti,Maruti Alto 800 LXI,Manual,3560,1st,Petrol,MH,302899
2016,Datsun,Datsun Redi Go T (O),Manual,56054,1st,Petrol,MH,214299
2012,Honda,Honda Brio 1.2 S MT I VTEC,Manual,34456,2nd,Petrol,MH,283699
2012,Maruti,Maruti Swift VXI,Manual,74741,1st,Petrol,MH,356499
2022,Hyundai,Hyundai AURA S CNG,Manual,12664,1st,Petrol + CNG,MH,888899
2021,Maruti,Maruti New  Wagon-R LXI CNG 1.0 L,Manual,24347,2nd,Petrol + CNG,MH,638899
2012,Maruti,Maruti Swift Dzire ZXI 1.2 BS IV,Manual,76869,2nd,Petrol,MH,407799
2020,Maruti,Maruti New  Wagon-R LXI CNG 1.0 L,Manual,18067,1st,Petrol + CNG,MH,609899
2012,Maruti,Maruti Swift Dzire VXI,Manual,87730,1st,Petrol,MH,386899
2015,Maruti,Maruti Swift Dzire VXI,Manual,10218,1st,Petrol,MH,491799
2021,Maruti,Maruti New  Wagon-R LXI CNG 1.0 L,Manual,15824,1st,Petrol + CNG,MH,687199
2014,Maruti,Maruti Swift VXI,Manual,39653,1st,Petrol,MH,417399
2016,Toyota,Toyota Corolla Altis VL AT,Automatic,91093,1st,Petrol,MH,815099
2013,Maruti,Maruti Swift VXI,Manual,39383,1st,Petrol,MH,418299
2015,Maruti,Maruti Alto K10 VXI,Manual,7593,1st,Petrol,MH,299699
2012,Honda,Honda City V AT,Automatic,56589,1st,Petrol,MH,441099
2022,Maruti,Maruti Celerio VXI CNG,Manual,1793,1st,Petrol + CNG,MH,682999
2013,Maruti,Maruti Ritz VXI,Manual,40723,1st,Petrol,MH,374299
2021,Honda,Honda City V MT PETROL,Manual,3252,1st,Petrol,MH,1127499
2020,Volkswagen,Volkswagen Polo Trendline 1.0 L Petrol,Manual,46697,1st,Petrol + CNG,MH,586299
2011,Maruti,Maruti Wagon R 1.0 LXI CNG,Manual,94024,1st,Petrol + CNG,MH,259799
2017,Maruti,Maruti Celerio ZXI,Manual,40120,2nd,Petrol,MH,378399
2012,Maruti,Maruti Wagon R 1.0 VXI,Manual,41276,1st,Petrol,MH,289799
2019,Maruti,Maruti Swift ZXI + AMT,Automatic,36282,1st,Petrol,MH,778799
2021,Maruti,Maruti New  Wagon-R 1.0 Lxi (o) cng,Manual,14926,1st,Petrol + CNG,MH,699899
2021,Maruti,Maruti New  Wagon-R ZXI 1.2,Manual,3955,2nd,Petrol,MH,651799
2021,Maruti,Maruti New  Wagon-R ZXI 1.2L AGS,Automatic,5310,1st,Petrol,MH,703699
2015,Hyundai,Hyundai Grand i10 MAGNA 1.2 VTVT,Manual,37356,2nd,Petrol,MH,377599
2014,Maruti,Maruti Swift VXI,Manual,47704,1st,Petrol,MH,442399
2014,Maruti,Maruti Swift VXI,Manual,48442,2nd,Petrol,MH,383599
2021,Maruti,Maruti New  Wagon-R ZXI 1.2L AGS,Automatic,3201,1st,Petrol,MH,709899
2018,Renault,Renault Kwid RXT 02 Anniversary Edition,Manual,37280,2nd,Petrol,GJ,301699
2021,Honda,Honda City V MT PETROL,Manual,1444,1st,Petrol,MH,1170099
2021,Maruti,Maruti New  Wagon-R LXI CNG 1.0 L,Manual,29011,1st,Petrol + CNG,MH,687199
2017,Hyundai,Hyundai Verna FLUIDIC 1.6 SX VTVT,Manual,43085,2nd,Petrol,MH,645999
2014,Maruti,Maruti Swift ZXI,Manual,18803,1st,Petrol,MH,491299
2016,Hyundai,Hyundai Creta 1.6 CRDI SX PLUS AUTO,Automatic,48985,2nd,Diesel,GJ,1014899
2014,Volkswagen,Volkswagen Polo HIGHLINE1.2L PETROL,Manual,83328,1st,Petrol,MH,424099
2014,Maruti,Maruti Swift Dzire VXI,Manual,61810,2nd,Petrol,MH,401399
2020,Maruti,Maruti New  Wagon-R LXI CNG 1.0 L,Manual,35539,1st,Petrol + CNG,MH,609899
2016,Maruti,Maruti Swift Dzire VXI AMT,Automatic,45471,2nd,Petrol,MH,586199
2018,Maruti,Maruti Swift VXI,Manual,36492,1st,Petrol,MH,594199
2015,Maruti,Maruti Celerio VXI AMT,Automatic,10138,1st,Petrol,MH,420599
2015,Maruti,Maruti Alto K10 VXI,Manual,31065,1st,Petrol,MH,287999
2021,Maruti,Maruti New  Wagon-R 1.0 Lxi (o) cng,Manual,45873,2nd,Petrol + CNG,MH,626599
2016,Toyota,Toyota Corolla Altis G,Manual,80440,1st,Petrol,MH,845799
2014,Volkswagen,Volkswagen Polo GT TSI 1.2 PETROL AT,Automatic,41194,1st,Petrol,MH,569599
2018,Maruti,Maruti Dzire VXI,Manual,41059,1st,Petrol,MH,592999
2022,Hyundai,Hyundai AURA S CNG,Manual,9215,1st,Petrol + CNG,MH,888699
2021,Volkswagen,Volkswagen Vento Highline 1.0 TSI MT,Manual,8689,1st,Petrol,MH,1087999
2016,Maruti,Maruti Celerio VXI AMT,Automatic,15376,1st,Petrol,MH,432199
2012,Maruti,Maruti Wagon R 1.0 VXI,Manual,61548,1st,Petrol,MH,284899
2018,Toyota,Toyota Corolla Altis G,Manual,53788,1st,Petrol,MH,1055099
2016,Maruti,Maruti Swift ZXI,Manual,81517,1st,Petrol,MH,504199
2017,Maruti,Maruti Swift VXI,Manual,48040,1st,Petrol,MH,490099
2019,MG,MG HECTOR SHARP 2.0 DIESEL,Manual,39152,1st,Diesel,MH,1542499
2014,Maruti,Maruti Ertiga VXI CNG,Manual,86803,1st,Petrol + CNG,MH,664299
2018,Tata,Tata Tiago XE 1.2 REVOTRON,Manual,17837,1st,Petrol,MH,459499
2021,Tata,Tata TIGOR Revotron XE,Manual,1313,1st,Petrol,MH,651699
2016,Maruti,Maruti Celerio VXI AMT,Automatic,26334,1st,Petrol,MH,438199
2020,Maruti,Maruti New  Wagon-R ZXI 1.2,Manual,9219,1st,Petrol,MH,652899
2013,Maruti,Maruti Swift VDI,Manual,45308,2nd,Diesel,MH,417799
2013,Maruti,Maruti Wagon R 1.0 LXI,Manual,61841,1st,Petrol,MH,298899
2017,Ford,Ford Ecosport 1.5 TITANIUM TI VCT AT,Automatic,34859,2nd,Petrol,MH,616099
2016,Maruti,Maruti Celerio VXI CNG,Manual,19127,1st,Petrol + CNG,MH,480099
2019,Ford,Ford Ecosport 1.5 AMBIENTE TDCI,Manual,87301,1st,Diesel,MH,700199
2019,Honda,Honda Amaze 1.2 SMT I VTEC,Manual,14168,1st,Petrol,MH,608099
2019,Volkswagen,Volkswagen Polo COMFORTLINE  CUP EDITION,Manual,11718,1st,Petrol,MH,693499
2019,Datsun,Datsun Redi Go 1.0 S AT,Automatic,3222,1st,Petrol,MH,354999
2011,Mercedes,Mercedes Benz E Class E 250 CDI ELEGANCE,Automatic,78129,2nd,Diesel,MH,944899
2019,Renault,Renault Kwid 1.0 RXT Opt,Manual,20884,1st,Petrol,MH,403599
2020,KIA,KIA SELTOS HTK PLUS 1.5 DIESEL,Manual,26188,1st,Diesel,MH,1460799
2016,Hyundai,Hyundai Elite i20 MAGNA 1.2,Manual,22356,1st,Petrol,MH,526099
2014,Maruti,Maruti Swift Dzire VXI,Manual,78487,1st,Petrol,MH,420899
2017,Maruti,Maruti Swift VXI OPT,Manual,37414,1st,Petrol,MH,561699
2017,Maruti,Maruti Swift ZXI,Manual,53005,1st,Petrol,MH,549799
2019,Hyundai,Hyundai Elite i20 1.2 MAGNA PLUS VTVT,Manual,36248,1st,Petrol,MH,643399
2020,Maruti,Maruti S PRESSO VXI CNG,Manual,18982,1st,Petrol + CNG,MH,605599
2014,Maruti,Maruti Swift Dzire ZXI 1.2 BS IV,Manual,55095,1st,Petrol,MH,489599
2018,Maruti,Maruti Celerio ZXI AMT,Automatic,42307,2nd,Petrol,MH,403699
2022,Renault,Renault Duster RXZ CVT 1.3 TURBO,Automatic,9752,1st,Petrol,MH,1509299
2015,Skoda,Skoda Rapid 1.5 TDI MT AMBITION,Manual,58087,1st,Diesel,MH,485599
2019,Maruti,Maruti Celerio VXI CNG OPT,Manual,52195,1st,Petrol + CNG,MH,583399
2016,Maruti,Maruti Celerio VXI AMT,Automatic,44156,1st,Petrol,MH,430099
2013,Hyundai,Hyundai i20 MAGNA O 1.2,Manual,83550,1st,Petrol,MH,345699
2018,Maruti,Maruti Dzire VDI AMT,Automatic,51691,1st,Diesel,MH,750099
2012,Honda,Honda City V MT PETROL,Manual,86331,2nd,Petrol,MH,393299
2015,Maruti,Maruti Wagon R 1.0 LXI,Manual,24359,1st,Petrol,MH,345599
2014,Honda,Honda CRV 2.4 AT 4WD AVN,Automatic,102872,1st,Petrol,MH,877699
2012,Honda,Honda City 1.5 E MT PETROL,Manual,81474,1st,Petrol,MH,393299
2021,Tata,Tata Tiago XZA+ 1.2 RTN,Automatic,964,1st,Petrol,MH,732499
2019,Tata,Tata Harrier XZ 2.0L Kryotec,Manual,39190,1st,Diesel,MH,1629799
2014,Honda,Honda Brio 1.2 S MT I VTEC,Manual,44857,1st,Petrol,MH,384399
2015,Maruti,Maruti Celerio VXI CNG,Manual,38243,1st,Petrol + CNG,MH,409499
2013,Maruti,Maruti Swift Dzire VXI,Manual,68895,1st,Petrol,MH,447999
2016,Honda,Honda Jazz 1.2 V MT,Manual,74645,1st,Petrol,MH,483099
2015,Mahindra,Mahindra XUV500 W8 FWD,Manual,68363,2nd,Diesel,MH,737999
2016,Maruti,Maruti Ciaz ZXI AT,Automatic,45011,1st,Petrol,MH,660399
2017,Maruti,Maruti Alto 800 VXI,Manual,21684,1st,Petrol,MH,295799
2016,Honda,Honda Jazz 1.2 S MT,Manual,53951,1st,Petrol,MH,446899
2018,Maruti,Maruti Alto K10 VXI (O) AMT,Automatic,5762,1st,Petrol,MH,390999
2016,Honda,Honda Brio 1.2 S MT I VTEC,Manual,19706,2nd,Petrol,MH,368199
2018,Maruti,Maruti Celerio ZXI,Manual,7001,1st,Petrol,MH,520999
2014,Maruti,Maruti Ritz VXI,Manual,58849,1st,Petrol,MH,372499
2018,Tata,Tata Tiago XZA 1.2 REVOTRON,Automatic,18719,2nd,Petrol,MH,523699
2016,Maruti,Maruti Wagon R Stingray VXI OPT,Manual,27435,1st,Petrol,MH,426999
2018,Datsun,Datsun Redi Go T (O),Manual,40174,2nd,Petrol,MH,279799
2017,Tata,Tata Tiago XT 1.05 REVOTORQ,Manual,91942,2nd,Diesel,MH,411799
2013,Maruti,Maruti Swift Dzire VDI,Manual,55244,1st,Diesel,MH,520399
2019,Maruti,Maruti Baleno ZETA 1.2 K12,Manual,28953,1st,Petrol,MH,683399
2017,Hyundai,Hyundai Verna FLUIDIC 1.4 VTVT,Manual,48188,1st,Petrol,MH,651899
2017,Volkswagen,Volkswagen Vento COMFORTLINE MT PETROL,Manual,64855,1st,Petrol,MH,575899
2016,Maruti,Maruti Alto 800 VXI (O),Manual,13614,1st,Petrol,MH,305299
2012,Honda,Honda City V MT PETROL,Manual,87176,2nd,Petrol,MH,421999
2017,Maruti,Maruti Swift VXI OPT,Manual,23307,1st,Petrol,MH,561399
2016,Maruti,Maruti Celerio ZXI AMT,Automatic,37249,1st,Petrol,MH,467299
2016,Toyota,Toyota Corolla Altis G AT,Automatic,60337,1st,Petrol,MH,845999
2014,Honda,Honda CRV 2.4 AT 4WD AVN,Automatic,96699,2nd,Petrol,MH,890799
2014,Honda,Honda Amaze 1.2 SMT I VTEC,Manual,22937,1st,Petrol,MH,440899
2016,Maruti,Maruti Celerio VXI CNG,Manual,57454,1st,Petrol + CNG,MH,437999
2016,Maruti,Maruti Ciaz VXI,Manual,66798,1st,Petrol,MH,628899
2021,Renault,Renault Duster RXZ,Manual,28564,1st,Petrol,MH,879399
2015,Honda,Honda City VX CVT PETROL,Automatic,94440,1st,Petrol,HR,687199
2015,Renault,Renault Duster 85 PS RXL,Manual,80797,1st,Diesel,MH,617899
2020,KIA,KIA SELTOS HTK PLUS 1.5 DIESEL,Manual,55796,1st,Diesel,MH,1307699
2018,Maruti,Maruti Alto K10 VXI,Manual,12870,1st,Petrol,MH,354199
2022,Maruti,Maruti Ciaz ALPHA 1.5 MT VTVT SHVS,Manual,188,1st,Petrol,MH,1186699
2016,Honda,Honda Jazz 1.2 S MT,Manual,53015,1st,Petrol,MH,506549
2022,Maruti,Maruti Ciaz ALPHA 1.5 MT VTVT SHVS,Manual,188,1st,Petrol,MH,1189699
2015,Hyundai,Hyundai Elite i20 1.4 CRDI ASTA (O),Manual,59931,1st,Diesel,MH,634199
2020,Skoda,Skoda Rapid 1.6 MPI MT ACTIVE,Manual,41858,1st,Petrol,MH,695999
2017,Maruti,Maruti Swift VXI OPT,Manual,7260,1st,Petrol,MH,584999
2019,Hyundai,Hyundai Verna 1.6 SX VTVT,Manual,36570,1st,Petrol,MH,916299
2022,Maruti,Maruti Ciaz 1.5 ZETA VVT SHVS AT,Automatic,167,1st,Petrol,MH,1215699
2020,Renault,Renault TRIBER 1.0 RXZ,Manual,6442,1st,Petrol,MH,696049
2017,Maruti,Maruti Celerio VXI CNG,Manual,52013,1st,Petrol + CNG,MH,477199
2018,Hyundai,Hyundai Elite i20 Magna Executive 1.2,Manual,90874,1st,Petrol,MH,517799
2019,MG,MG HECTOR SHARP DCT PETROL,Automatic,7432,2nd,Petrol,MH,1412199
2019,Maruti,Maruti Celerio VXI CNG,Manual,50700,2nd,Petrol + CNG,MH,480699
2019,Mahindra,Mahindra XUV500 W11 (O) AT,Automatic,37939,1st,Diesel,MH,1609599
2017,Hyundai,Hyundai Grand i10 MAGNA 1.2 VTVT,Manual,36733,1st,Petrol,MH,435999
2021,Hyundai,Hyundai AURA S CNG,Manual,8073,1st,Petrol + CNG,MH,799199
2014,Maruti,Maruti Wagon R 1.0 LXI CNG,Manual,33025,1st,Petrol + CNG,MH,382599
2016,Ford,Ford Ecosport 1.5 TREND TI VCT,Manual,46061,2nd,Petrol,MH,534699
2017,Maruti,Maruti Dzire VDI,Manual,78254,1st,Diesel,MH,706299
2016,Hyundai,Hyundai Creta 1.6 SX PLUS VTVT,Manual,40121,2nd,Petrol,MH,872399
2020,Renault,Renault Kwid Neotech 1.0 EasyR,Automatic,8352,1st,Petrol,MH,527199
